Store name as per Uber Eats manager,External store ID as per Uber Eats manager,Order ID as per Uber Eats manager,Unique ID to identify the order ,"The mode of order fulfillment whether it was delivery by courier via Uber network, delivery by merchant, Pick-up by customer or Dine-in",Mode of payment used for order payment,"The platform from which the customer ordered, (i.e. iOS, Android, Uber Eats Web)","Either: Completed (eater received food), Cancelled (order cancelled by eater or support), Refund (eater was refunded for order), or Unfulfilled (order was not able to be completed)","Local date the order was placed, or local date of the original order placed for which there is a refund",Local timestamp for when order was accepted by the merchant ,Uber membership status of the customer who placed the order,Total item sales excl tax ,Tax on total item sales in the order,Total item sales incl tax,Amount merchants are responsible for refunding customers when they report order errors (excl tax),Tax Refund On Sales,Amount merchants are responsible for refunding customers when they report order errors (incl tax),Adjustments merchants made to the price of items once an order has been placed (excl tax),Tax on in-store price adjustments,Merchant promotions applied to the order,Tax on merchant promotions applied to the order,Merchant promotions applied to the delivery fee charged to Eaters,Tax on merchant promotions applied to the delivery fee charged to Eaters,Offer Redemption Fee,Fee charged to eater by the merchant for the packaging material,Amount merchant charges Uber for co-funded marketing campaigns. Varies depending on co-funding % for the campaign.,"Total item sales including promotions, adjustments and bag fee incl tax where applicable","The fee Uber charges to merchant to make their store visible to potential customers, provide support and other related services ( %fee is applied to sub-total before discounts) ",The % Marketplace fee Uber charges merchant,Tax on Marketplace fee charged to merchant by Uber,Fixed Fee charged to merchant by Uber for using Ubers delivery network ,Tax on delivery network fee charged to merchant by Uber,A flat % fee on the basket charged by Uber to merchants for processing every order ,"Where delivery fee is greater than cost of delivery, this is equal to (delivery fee minus the cost of delivery) where applicable",Tax on service fee charged by merchants to eaters,"For merchants who perform their own delivery, the tip from the Eater to the courier",Amount directed to Merchant Capital payments,Description of adhoc one-time payments or charges from Uber to the merchant,"All miscellaneous payments like Ad payments, Ad credits etc. inclusive of tax",Tax on Uber funded promotions applied to the order,Sales tax Uber Eats is required to pay in jurisdictions with marketplace facilitator laws ,"As required by the IRS, a % withheld from payments if the EIN/TIN is missing or does not match IRS records.",Total payout associated with this order (negative if associated with a refund)  Sales + Adjustments - promotions + marketing adjustment + Bag fee + delivery fee (self delivery) + tips (self-delivery) - marketplace fee +/- Other payments - marketplace facilitator tax  (incl tax where applicable),Date payout initiated by Uber (generally the Monday following the prior week),Amount commercially agreed to between Merchant and Uber added on a per item basis and charged to the Eater on Merchantâ€™s behalf	,Applicable taxes due on the Markup Amount,"This is the ID from retailers, used to identify retailer loyalty customers",The reference ID for identifying the payout related to this order in the Payout Summary Report CSV
Teleferic Barcelona (Walnut Creek),,#63E48,33fdd9ee-7a5f-4dcb-a9ff-496f27363e48,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,2/7/26,8:34 PM,Non-member,0,0,0,-24.36,-2.34,-26.7,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,2.34,0,-24.36,2/9/26,0,0,,7PZRG54UBUDCZKQ
Teleferic Barcelona (Walnut Creek),,,,,,UberEats Unknown,,2/7/26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-2.16,0,0,0,-2.16,2/9/26,0,0,,7PZRG54UBUDCZKQ
Teleferic Barcelona (Walnut Creek),,#3A931,f2255af7-6674-4ce5-923c-601bc423a931,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,2/8/26,12:55 PM,Non-member,40,3.85,43.85,0,0,0,0,0,-5.48,-0.48,0,0,-0.99,0,0,38.37,-7,20,0,0,0,0,0,0,0,0,,0,0,-3.37,0,27.01,2/9/26,0,0,,7PZRG54UBUDCZKQ
Teleferic Barcelona (Walnut Creek),,#7EE9B,b33e1325-0c8d-498e-9139-736b3077ee9b,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,2/8/26,4:49 PM,Uber One member,43,4.52,47.52,0,0,0,0,0,-5.52,-0.52,0,0,-0.99,0,0,42,-7.6,20,0,0,0,0,0,0,0,0,,0,0,-4,0,29.41,2/9/26,0,0,,7PZRG54UBUDCZKQ
Teleferic Barcelona (Walnut Creek),,,,,,UberEats Unknown,,2/8/26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-2.69,0,0,0,-2.69,2/9/26,0,0,,7PZRG54UBUDCZKQ
Teleferic Barcelona (Palo Alto),,,,,,UberEats Unknown,,2/2/26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-4.5,0,0,0,-4.5,2/2/26,0,0,,JGDQ5I0JLJ6DCJ3
Teleferic Barcelona (Palo Alto),,,,,,UberEats Unknown,,2/2/26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-20.43,0,0,0,-20.43,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#87600,b663cf57-0594-40de-9d19-48fc13787600,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,2/2/26,6:09 PM,Uber One member,77,7.03,84.03,0,0,0,0,0,0,0,-0.49,0,0,0,0,84.03,-15.4,20,0,0,0,0,0,0,0,0,,0,0,-7.03,0,61.11,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#53698,f9a6dc46-20ea-4a20-975d-9110b4d53698,Pickup,Digital,UberEats iOS,Completed,2/2/26,6:48 PM,Uber One member,46,4.2,50.2,0,0,0,0,0,0,0,0,0,0,0,0,50.2,-2.76,6,0,0,0,0,0,0,0,0,,0,0,-4.2,0,43.24,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#C9B61,c7ad4376-3981-4c7e-91ac-ccb7acec9b61,Pickup,Digital,UberEats iOS,Completed,2/2/26,5:57 PM,Uber One member,90,8.21,98.21,0,0,0,0,0,0,0,0,0,0,0,0,98.21,-5.4,6,0,0,0,0,0,0,0,0,,0,0,-8.21,0,84.6,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#26C8A,9b9dfd65-434d-42b2-aa7c-6dd36da26c8a,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,2/2/26,7:04 PM,Uber One member,76,6.94,82.94,0,0,0,0,0,0,0,0,0,0,0,0,82.94,-15.2,20,0,0,0,0,0,0,0,0,,0,0,-6.94,0,60.8,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#DEB77,27179bf1-afc9-49a9-bcd1-13adea6deb77,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,2/2/26,9:06 PM,Uber One member,36,3.29,39.29,0,0,0,0,0,0,0,0,0,0,0,0,39.29,-7.2,20,0,0,0,0,0,0,0,0,,0,0,-3.29,0,28.8,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,,,,,UberEats Unknown,,2/2/26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-22.26,0,0,0,-22.26,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,,,,,UberEats Unknown,,2/2/26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.33,0,0,0,-1.33,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#B33B9,8a7354a2-2252-4619-a4e4-c6586b8b33b9,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,2/3/26,5:24 PM,Uber One member,60,5.63,65.63,0,0,0,0,0,-10.94,-0.94,0,0,-0.99,0,0,54.69,-10,20,0,0,0,0,0,0,0,0,,0,0,-4.69,0,39.01,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#DFAD5,26a5b0c9-09a1-41c4-a281-5ce7937dfad5,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,2/3/26,6:53 PM,Uber One member,50,4.56,54.56,0,0,0,0,0,-10.91,-0.91,0,0,-0.99,0,0,43.65,-8,20,0,0,0,0,0,0,0,0,,0,0,-3.65,0,31.01,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,,,,,UberEats Unknown,,2/4/26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-23.63,0,0,0,-23.63,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,,,,,UberEats Unknown,,2/4/26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.05,0,0,0,-1.05,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#8393B,65e2ec43-59fc-4a04-bf46-19d472c8393b,Pickup,Digital,Postmates iOS,Completed,2/4/26,1:38 PM,Non-member,38,3.47,41.47,0,0,0,0,0,-5.46,-0.46,0,0,-0.99,0,0,36.01,-1.98,6,0,0,0,0,0,0,0,0,,0,0,-3.01,0,30.03,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#AE939,c155d2ac-bc59-4342-ad8a-080f892ae939,Pickup,Digital,UberEats iOS,Completed,2/4/26,4:58 PM,Non-member,95,8.67,103.67,0,0,0,0,0,-5.46,-0.46,0,0,-0.99,0,0,98.21,-5.4,6,0,0,0,0,0,0,0,0,,0,0,-8.21,0,83.61,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,,,,,UberEats Unknown,,2/5/26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-2.06,0,0,0,-2.06,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#46B05,738ab6b1-efd1-4763-841d-37d78c946b05,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,2/5/26,3:29 PM,Uber One member,34,3.1,37.1,0,0,0,0,0,-5.45,-0.45,0,0,-0.99,0,0,31.65,-5.8,20,0,0,0,0,0,0,0,0,,0,0,-2.65,0,22.21,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#CA062,cef66795-e4d6-4469-99b2-bdb6c58ca062,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,2/5/26,5:34 PM,Uber One member,28,2.63,30.63,0,0,0,0,0,0,0,0,0,0,0,0,30.63,-5.6,20,0,0,0,0,0,0,0,0,,0,0,-2.63,0,22.4,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#F0CDB,c09c1e0d-1aeb-44e8-bd6b-c927a75f0cdb,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,2/5/26,5:41 PM,Uber One member,41,3.75,44.75,0,0,0,0,0,0,0,0,0,0,0,0,44.75,-8.2,20,0,0,0,0,0,0,0,0,,0,0,-3.75,0,32.8,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#5E560,58ff7533-fa8a-44e3-8cd2-9f172455e560,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,2/5/26,6:23 PM,Uber One member,34,3.19,37.19,0,0,0,0,0,0,0,0,0,0,0,0,37.19,-6.8,20,0,0,0,0,0,0,0,0,,0,0,-3.19,0,27.2,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#23E23,e8477234-0748-49bc-a0e7-340633423e23,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,2/5/26,7:15 PM,Uber One member,200,19.75,219.75,0,0,0,0,0,-10.99,-0.99,0,0,-0.99,0,0,208.76,-38,20,0,0,0,0,0,0,0,0,,0,0,-18.76,0,151.01,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,,,,,UberEats Unknown,,2/5/26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-4.72,0,0,0,-4.72,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#0DBD8,ea2be8e2-e5d7-46a7-925f-75ea0440dbd8,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,2/6/26,2:43 PM,Uber One member,59,5.39,64.39,0,0,0,0,0,-5.46,-0.46,0,0,-0.99,0,0,58.93,-10.8,20,0,0,0,0,0,0,0,0,,0,0,-4.93,0,42.21,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#DA208,836f17ac-748a-47a0-878b-540273ada208,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,2/6/26,4:40 PM,Uber One member,50,4.59,54.59,0,0,0,0,0,-5.48,-0.48,0,0,-0.99,0,0,49.11,-9,20,0,0,0,0,0,0,0,0,,0,0,-4.11,0,35.01,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#02DC1,58fa06b0-82f4-458f-8439-245324e02dc1,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,2/6/26,5:30 PM,Non-member,159,14.91,173.91,0,0,0,0,0,-10.94,-0.94,0,0,-0.99,0,0,162.97,-29.8,20,0,0,0,0,0,0,0,0,,0,0,-13.97,0,118.21,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#98427,e5541c3d-4b5c-4a5a-b8a9-6abd34e98427,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,2/6/26,8:43 PM,Uber One member,32,2.92,34.92,0,0,0,0,0,0,0,0,0,0,0,0,34.92,-6.4,20,0,0,0,0,0,0,0,0,,0,0,-2.92,0,25.6,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#CFA44,95269bde-f1d6-49af-a130-a6466aacfa44,Pickup,Digital,UberEats iOS,Completed,2/6/26,9:17 PM,Non-member,52,4.75,56.75,0,0,0,0,0,-10.92,-0.92,0,0,-0.99,0,0,45.83,-2.52,6,0,0,0,0,0,0,0,0,,0,0,-3.83,0,38.49,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,,,,,UberEats Unknown,,2/7/26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.12,0,0,0,-1.12,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,,,,,UberEats Unknown,,2/7/26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-3.7,0,0,0,-3.7,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#ED242,560962a3-dc8c-4ef8-9268-97d6d0fed242,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,2/7/26,5:14 PM,Uber One member,86,7.86,93.86,0,0,0,0,0,0,0,0,0,0,0,0,93.86,-17.2,20,0,0,0,0,0,0,0,0,,0,0,-7.86,0,68.8,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#06528,0413e14a-69ea-4bb4-af6f-409d92006528,Pickup,Digital,UberEats iOS,Completed,2/7/26,5:49 PM,Uber One member,55,5.02,60.02,0,0,0,0,0,-10.91,-0.91,0,0,-0.99,0,0,49.11,-2.7,6,0,0,0,0,0,0,0,0,,0,0,-4.11,0,41.31,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#65A1D,4c39fcda-5a9b-4fa9-abde-1328a9665a1d,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,2/7/26,6:29 PM,Uber One member,74,6.75,80.75,0,0,0,0,0,-5.45,-0.45,0,0,-0.99,0,0,75.3,-13.8,20,0,0,0,0,0,0,0,0,,0,0,-6.3,0,54.21,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#DADA4,02719b2e-d334-4ce8-ad4b-7cb4c61dada4,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,2/7/26,5:45 PM,Non-member,275,25.79,300.79,0,0,0,0,0,-10.94,-0.94,0,0,-0.99,0,0,289.85,-53,20,0,0,0,0,0,0,0,0,,0,0,-24.85,0,211.01,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#76171,0f622ba1-94ad-4885-b6bc-538def176171,Pickup,Digital,UberEats Android,Completed,2/7/26,5:58 PM,Uber One member,68,6.21,74.21,0,0,0,0,0,-10.91,-0.91,0,0,-0.99,0,0,63.3,-3.48,6,0,0,0,0,0,0,0,0,,0,0,-5.3,0,53.53,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#407CC,d7d406e1-4853-4991-9aeb-d0e6dd9407cc,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,2/7/26,6:33 PM,Uber One member,164,16.2,180.2,0,0,0,0,0,-10.99,-0.99,0,0,-0.99,0,0,169.21,-30.8,20,0,0,0,0,0,0,0,0,,0,0,-15.21,0,122.21,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#51ED3,e18c2e3a-9662-4749-a4e1-8ae9bc151ed3,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,2/7/26,7:04 PM,Uber One member,83,7.79,90.79,0,0,0,0,0,-10.94,-0.94,0,0,-0.99,0,0,79.85,-14.6,20,0,0,0,0,0,0,0,0,,0,0,-6.85,0,57.41,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,,,,,UberEats Unknown,,2/7/26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-7.43,0,0,0,-7.43,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#1F6BA,6f5d6d11-8adf-4cd9-9542-1bad6131f6ba,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,2/8/26,3:18 PM,Uber One member,53,4.84,57.84,0,0,0,0,0,-5.46,-0.46,0,0,-0.99,0,0,52.38,-9.6,20,0,0,0,0,0,0,0,0,,0,0,-4.38,0,37.41,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#9C12A,e5787b84-a02c-4727-ae7b-4c088f49c12a,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,2/8/26,6:08 PM,Uber One member,88,8.03,96.03,0,0,0,0,0,-10.9,-0.9,0,0,-0.99,0,0,85.13,-15.6,20,0,0,0,0,0,0,0,0,,0,0,-7.13,0,61.41,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#45461,c07932d8-83d6-430c-a44d-5f3a71445461,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,2/8/26,6:35 PM,Uber One member,79,7.22,86.22,0,0,0,0,0,0,0,0,0,0,0,0,86.22,-15.8,20,0,0,0,0,0,0,0,0,,0,0,-7.22,0,63.2,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#D5D09,84875f45-25f8-4ce8-935c-9849b75d5d09,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,2/8/26,8:11 PM,Uber One member,93,8.49,101.49,0,0,0,0,0,-10.92,-0.92,0,0,-0.99,0,0,90.57,-16.6,20,0,0,0,0,0,0,0,0,,0,0,-7.57,0,65.41,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Palo Alto),,#90439,168ac52a-8c67-42b2-b175-d0cd6bf90439,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,2/8/26,8:49 PM,Uber One member,63,5.76,68.76,0,0,0,0,0,-10.92,-0.92,0,0,-0.99,0,0,57.84,-10.6,20,0,0,0,0,0,0,0,0,,0,0,-4.84,0,41.41,2/9/26,0,0,,CNN3SBHO90VISCQ
Teleferic Barcelona (Roseville),,,,,,UberEats Unknown,,2/2/26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-5.52,0,0,0,-5.52,2/9/26,0,0,,E6NSCUGK60QK3IB
Teleferic Barcelona (Roseville),,,,,,UberEats Unknown,,2/3/26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-9.65,0,0,0,-9.65,2/9/26,0,0,,E6NSCUGK60QK3IB
Teleferic Barcelona (Roseville),,,,,,UberEats Unknown,,2/4/26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-6.07,0,0,0,-6.07,2/9/26,0,0,,E6NSCUGK60QK3IB
Teleferic Barcelona (Roseville),,,,,,UberEats Unknown,,2/4/26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.57,0,0,0,-0.57,2/9/26,0,0,,E6NSCUGK60QK3IB
Teleferic Barcelona (Roseville),,,,,,UberEats Unknown,,2/5/26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.97,0,0,0,-0.97,2/9/26,0,0,,E6NSCUGK60QK3IB
Teleferic Barcelona (Roseville),,,,,,UberEats Unknown,,2/5/26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.99,0,0,0,-0.99,2/9/26,0,0,,E6NSCUGK60QK3IB
Teleferic Barcelona (Roseville),,#AECE2,9a1cff9d-9da7-4a7a-a369-55723c0aece2,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,2/6/26,2:11 PM,Uber One member,57,4.42,61.42,0,0,0,0,0,-5.39,-0.39,0,0,-0.99,0,0,56.03,-10.4,20,0,0,0,0,0,0,0,0,,0,0,-4.03,0,40.61,2/9/26,0,0,,E6NSCUGK60QK3IB
Teleferic Barcelona (Roseville),,,,,,UberEats Unknown,,2/7/26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.01,0,0,0,-1.01,2/9/26,0,0,,E6NSCUGK60QK3IB
Teleferic Barcelona (Roseville),,#90CB5,fb0deef3-a965-46cd-be01-c9ad86b90cb5,Pickup,Digital,UberEats Android,Completed,2/7/26,11:25 AM,Uber One member,72,5.58,77.58,0,0,0,0,0,-5.38,-0.38,0,0,-0.99,0,0,72.2,-4.02,6,0,0,0,0,0,0,0,0,,0,0,-5.2,0,61.99,2/9/26,0,0,,E6NSCUGK60QK3IB
Teleferic Barcelona (Roseville),,,,,,UberEats Unknown,,2/8/26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-5.45,0,0,0,-5.45,2/9/26,0,0,,E6NSCUGK60QK3IB
